NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                      MESSAGE
kube-system                   28m         Normal    Pulled                                   pod/gke-metrics-agent-kzwbc                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260312.00_p0@sha256:d31f982e00598633fd2e94787f76894e29e80a3d87f5e15eacfc42b40e866de8" in 453ms (453ms including waiting). Image size: 2929568 bytes.
kube-system                   28m         Warning   FailedScheduling                         pod/kube-dns-7ddbc8bb55-mh9vz                               0/2 nodes are available: 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 2 Preemption is not helpful for scheduling.
kube-system                   28m         Normal    Pulling                                  pod/fluentbit-gke-gv2zf                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8"
kube-system                   28m         Normal    Pulled                                   pod/fluentbit-gke-gv2zf                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8" in 456ms (456ms including waiting). Image size: 2927935 bytes.
kube-system                   28m         Normal    Pulling                                  pod/fluentbit-gke-gv2zf                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260615.00_p0@sha256:b98f4278dc5123fbad96c54ba8301c512d32f4716528ab30faea15108c68c52e"
kube-system                   28m         Normal    SuccessfulCreate                         daemonset/node-local-dns                                    Created pod: node-local-dns-x4m84
gmp-system                    28m         Normal    Scheduled                                pod/collector-8b7jt                                         Successfully assigned gmp-system/collector-8b7jt to gke-dencer-play-default-pool-846d4868-sbb6
kube-system                   28m         Normal    SuccessfulCreate                         daemonset/fluentbit-gke                                     Created pod: fluentbit-gke-r2kmp
kube-system                   28m         Normal    Scheduled                                pod/event-exporter-gke-7c667c5978-z7t29                     Successfully assigned kube-system/event-exporter-gke-7c667c5978-z7t29 to gke-dencer-play-default-pool-846d4868-t20r
kube-system                   28m         Normal    Scheduled                                pod/kube-dns-7ddbc8bb55-mh9vz                               Successfully assigned kube-system/kube-dns-7ddbc8bb55-mh9vz to gke-dencer-play-default-pool-846d4868-t20r
kube-system                   28m         Normal    Scheduled                                pod/metrics-server-v1.35.1-868d466bb6-87wrc                 Successfully assigned kube-system/metrics-server-v1.35.1-868d466bb6-87wrc to gke-dencer-play-default-pool-846d4868-t20r
kube-system                   28m         Normal    Created                                  pod/fluentbit-gke-gv2zf                                     Container created
kube-system                   28m         Normal    Pulled                                   pod/fluentbit-gke-gv2zf                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260615.00_p0@sha256:b98f4278dc5123fbad96c54ba8301c512d32f4716528ab30faea15108c68c52e" in 226ms (226ms including waiting). Image size: 18877251 bytes.
kube-system                   28m         Normal    Scheduled                                pod/fluentbit-gke-r2kmp                                     Successfully assigned kube-system/fluentbit-gke-r2kmp to gke-dencer-play-default-pool-846d4868-sbb6
gmp-system                    28m         Warning   FailedMount                              pod/collector-hxrzl                                         MountVolume.SetUp failed for volume "collection-secret" : object "gmp-system"/"collection" not registered
gmp-system                    28m         Warning   FailedMount                              pod/collector-hxrzl                                         MountVolume.SetUp failed for volume "config" : object "gmp-system"/"collector" not registered
kube-system                   28m         Normal    Started                                  pod/fluentbit-gke-gv2zf                                     Container started
kube-system                   28m         Normal    Scheduled                                pod/gke-metrics-agent-dgzsg                                 Successfully assigned kube-system/gke-metrics-agent-dgzsg to gke-dencer-play-default-pool-846d4868-sbb6
kube-system                   28m         Normal    SuccessfulCreate                         daemonset/gke-metrics-agent                                 Created pod: gke-metrics-agent-dgzsg
kube-system                   28m         Normal    Scheduled                                pod/node-local-dns-x4m84                                    Successfully assigned kube-system/node-local-dns-x4m84 to gke-dencer-play-default-pool-846d4868-r3pj
gmp-system                    28m         Normal    SuccessfulCreate                         daemonset/collector                                         Created pod: collector-8b7jt
kube-system                   28m         Normal    Scheduled                                pod/konnectivity-agent-autoscaler-69d8bfcd9b-lhbnt          Successfully assigned kube-system/konnectivity-agent-autoscaler-69d8bfcd9b-lhbnt to gke-dencer-play-default-pool-846d4868-t20r
kube-system                   28m         Normal    Pulling                                  pod/gke-metrics-agent-kzwbc                                 Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.3@sha256:4cc4daca02a5928dd1c38b03ff421c9b3bca9cbc1249ccf69f8acfe3948ac1df"
kube-system                   28m         Normal    Started                                  pod/gke-metrics-agent-kzwbc                                 Container started
kube-system                   28m         Normal    SuccessfulCreate                         daemonset/node-local-dns                                    Created pod: node-local-dns-mwwng
default                       28m         Normal    RegisteredNode                           node/gke-dencer-play-default-pool-846d4868-tst6             Node gke-dencer-play-default-pool-846d4868-tst6 event: Registered Node gke-dencer-play-default-pool-846d4868-tst6 in Controller
gmp-system                    28m         Normal    SuccessfulCreate                         daemonset/collector                                         Created pod: collector-vvkm4
gmp-system                    28m         Normal    SuccessfulCreate                         daemonset/collector                                         Created pod: collector-gz6q2
gmp-system                    28m         Normal    SuccessfulCreate                         daemonset/collector                                         Created pod: collector-zzbjt
kube-system                   28m         Normal    Scheduled                                pod/kube-dns-autoscaler-7dc78dc96-628l8                     Successfully assigned kube-system/kube-dns-autoscaler-7dc78dc96-628l8 to gke-dencer-play-default-pool-846d4868-t20r
default                       28m         Normal    RegisteredNode                           node/gke-dencer-play-default-pool-846d4868-hvpx             Node gke-dencer-play-default-pool-846d4868-hvpx event: Registered Node gke-dencer-play-default-pool-846d4868-hvpx in Controller
default                       28m         Normal    Synced                                   node/gke-dencer-play-default-pool-846d4868-kzdf             Node synced successfully
default                       28m         Normal    RegisteredNode                           node/gke-dencer-play-default-pool-846d4868-kzdf             Node gke-dencer-play-default-pool-846d4868-kzdf event: Registered Node gke-dencer-play-default-pool-846d4868-kzdf in Controller
