NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                      MESSAGE
kube-system                   2m49s       Normal    Pulling                        pod/gke-metrics-agent-kzwbc                                 Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.3@sha256:4cc4daca02a5928dd1c38b03ff421c9b3bca9cbc1249ccf69f8acfe3948ac1df"
gmp-system                    2m49s       Warning   FailedMount                    pod/collector-hxrzl                                         MountVolume.SetUp failed for volume "collection-secret" : object "gmp-system"/"collection" not registered
kube-system                   2m49s       Normal    Scheduled                      pod/kube-dns-7ddbc8bb55-mh9vz                               Successfully assigned kube-system/kube-dns-7ddbc8bb55-mh9vz to gke-dencer-play-default-pool-846d4868-t20r
kube-system                   2m49s       Normal    Started                        pod/fluentbit-gke-gv2zf                                     Container started
kube-system                   2m49s       Normal    Scheduled                      pod/fluentbit-gke-r2kmp                                     Successfully assigned kube-system/fluentbit-gke-r2kmp to gke-dencer-play-default-pool-846d4868-sbb6
kube-system                   2m49s       Normal    SuccessfulCreate               daemonset/gke-metrics-agent                                 Created pod: gke-metrics-agent-dgzsg
kube-system                   2m49s       Normal    Scheduled                      pod/event-exporter-gke-7c667c5978-z7t29                     Successfully assigned kube-system/event-exporter-gke-7c667c5978-z7t29 to gke-dencer-play-default-pool-846d4868-t20r
kube-system                   2m49s       Normal    Scheduled                      pod/node-local-dns-x4m84                                    Successfully assigned kube-system/node-local-dns-x4m84 to gke-dencer-play-default-pool-846d4868-r3pj
kube-system                   2m49s       Normal    Scheduled                      pod/metrics-server-v1.35.1-868d466bb6-87wrc                 Successfully assigned kube-system/metrics-server-v1.35.1-868d466bb6-87wrc to gke-dencer-play-default-pool-846d4868-t20r
kube-system                   2m49s       Normal    SuccessfulCreate               daemonset/node-local-dns                                    Created pod: node-local-dns-mwwng
kube-system                   2m49s       Normal    SuccessfulCreate               daemonset/node-local-dns                                    Created pod: node-local-dns-x4m84
kube-system                   2m49s       Normal    Pulling                        pod/fluentbit-gke-gv2zf                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260615.00_p0@sha256:b98f4278dc5123fbad96c54ba8301c512d32f4716528ab30faea15108c68c52e"
kube-system                   2m49s       Normal    SuccessfulCreate               daemonset/fluentbit-gke                                     Created pod: fluentbit-gke-r2kmp
kube-system                   2m49s       Normal    Pulled                         pod/fluentbit-gke-gv2zf                                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260615.00_p0@sha256:b98f4278dc5123fbad96c54ba8301c512d32f4716528ab30faea15108c68c52e" in 226ms (226ms including waiting). Image size: 18877251 bytes.
kube-system                   2m49s       Normal    Created                        pod/fluentbit-gke-gv2zf                                     Container created
gmp-system                    2m49s       Normal    Scheduled                      pod/collector-8b7jt                                         Successfully assigned gmp-system/collector-8b7jt to gke-dencer-play-default-pool-846d4868-sbb6
kube-system                   2m49s       Normal    Started                        pod/gke-metrics-agent-kzwbc                                 Container started
kube-system                   2m48s       Normal    Pulling                        pod/fluentbit-gke-gv2zf                                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45"
kube-system                   2m48s       Normal    SuccessfulCreate               daemonset/gke-metrics-agent                                 Created pod: gke-metrics-agent-g75wp
default                       2m48s       Normal    Synced                         node/gke-dencer-play-default-pool-846d4868-kzdf             Node synced successfully
kube-system                   2m48s       Normal    Scheduled                      pod/kube-dns-autoscaler-7dc78dc96-628l8                     Successfully assigned kube-system/kube-dns-autoscaler-7dc78dc96-628l8 to gke-dencer-play-default-pool-846d4868-t20r
default                       2m48s       Normal    RegisteredNode                 node/gke-dencer-play-default-pool-846d4868-hvpx             Node gke-dencer-play-default-pool-846d4868-hvpx event: Registered Node gke-dencer-play-default-pool-846d4868-hvpx in Controller
kube-system                   2m48s       Normal    Scheduled                      pod/gke-metrics-agent-g75wp                                 Successfully assigned kube-system/gke-metrics-agent-g75wp to gke-dencer-play-default-pool-846d4868-tst6
kube-system                   2m48s       Normal    Started                        pod/fluentbit-gke-gv2zf                                     Container started
kube-system                   2m48s       Normal    Scheduled                      pod/node-local-dns-mwwng                                    Successfully assigned kube-system/node-local-dns-mwwng to gke-dencer-play-default-pool-846d4868-t20r
default                       2m48s       Normal    RegisteredNode                 node/gke-dencer-play-default-pool-846d4868-tst6             Node gke-dencer-play-default-pool-846d4868-tst6 event: Registered Node gke-dencer-play-default-pool-846d4868-tst6 in Controller
kube-system                   2m48s       Normal    SuccessfulCreate               daemonset/node-local-dns                                    Created pod: node-local-dns-8sv7q
default                       2m48s       Normal    RegisteredNode                 node/gke-dencer-play-default-pool-846d4868-t20r             Node gke-dencer-play-default-pool-846d4868-t20r event: Registered Node gke-dencer-play-default-pool-846d4868-t20r in Controller
default                       2m48s       Normal    Synced                         node/gke-dencer-play-default-pool-846d4868-sbb6             Node synced successfully
kube-system                   2m48s       Normal    Scheduled                      pod/fluentbit-gke-mrh4l                                     Successfully assigned kube-system/fluentbit-gke-mrh4l to gke-dencer-play-default-pool-846d4868-tst6
default                       2m48s       Normal    RegisteredNode                 node/gke-dencer-play-default-pool-846d4868-sbb6             Node gke-dencer-play-default-pool-846d4868-sbb6 event: Registered Node gke-dencer-play-default-pool-846d4868-sbb6 in Controller
gmp-system                    2m48s       Normal    Scheduled                      pod/collector-zzbjt                                         Successfully assigned gmp-system/collector-zzbjt to gke-dencer-play-default-pool-846d4868-kzdf
gmp-system                    2m48s       Warning   NetworkNotReady                pod/collector-zzbjt                                         network is not ready: container runtime network not ready: NetworkReady=false reason:NetworkPluginNotReady message:Network plugin returns error: cni plugin not initialized
